service_date,day_type,bus,rail_boardings,total_rides,peak_offpeak,load_factor
2002-05-20,W,994112,582646,1576758,peak,15767.58
2002-05-21,W,1008846,613667,1622513,peak,16225.13
2002-05-22,W,999920,618307,1618227,peak,16182.27
2002-05-23,W,969174,606199,1575373,peak,15753.73
2002-05-24,W,995434,576461,1571895,peak,15718.95
2002-05-25,A,558891,270672,829563,offpeak,8295.63
2002-05-26,U,436570,216172,652742,offpeak,6527.42
2002-05-27,U,395210,200876,596086,offpeak,5960.86
2002-05-28,W,959547,588932,1548479,peak,15484.79
2002-05-29,W,980049,601576,1581625,peak,15816.25
2002-05-30,W,990460,606972,1597432,peak,15974.32
2002-05-31,W,1040502,635809,1676311,peak,16763.11
2002-06-01,A,667264,371223,1038487,offpeak,10384.87
2002-06-02,U,423135,238648,661783,offpeak,6617.83
2002-06-03,W,1001778,583147,1584925,peak,15849.25
2002-06-04,W,915667,575065,1490732,peak,14907.32
2002-06-05,W,1005307,602096,1607403,peak,16074.03
2002-06-06,W,1044279,611344,1655623,peak,16556.23
2002-06-07,W,1036716,606193,1642909,peak,16429.09
2002-06-08,A,649574,323142,972716,offpeak,9727.16
2002-06-09,U,446760,228298,675058,offpeak,6750.58
2002-06-10,W,944065,583512,1527577,peak,15275.77
2002-06-11,W,969387,604162,1573549,peak,15735.49
2002-06-12,W,986714,606658,1593372,peak,15933.72
2002-06-13,W,967153,596032,1563185,peak,15631.85
2002-06-14,W,980140,605447,1585587,peak,15855.87
2002-06-15,A,644968,318379,963347,offpeak,9633.47
2002-06-16,U,456833,225229,682062,offpeak,6820.62
2002-06-17,W,980090,576747,1556837,peak,15568.37
2002-06-18,W,996706,619540,1616246,peak,16162.46
2002-06-19,W,992928,618449,1611377,peak,16113.77
2002-06-20,W,975703,628191,1603894,peak,16038.94
2002-06-21,W,979910,616117,1596027,peak,15960.27
2002-06-22,A,634013,341170,975183,offpeak,9751.83
2002-06-23,U,444454,232456,676910,offpeak,6769.1
2002-06-24,W,884749,597643,1482392,peak,14823.92
2002-06-25,W,926613,600847,1527460,peak,15274.6
2002-06-26,W,879533,601333,1480866,peak,14808.66
2002-06-27,W,914452,613276,1527728,peak,15277.28
2002-06-28,W,934562,650340,1584902,peak,15849.02
2002-06-29,A,636792,369705,1006497,offpeak,10064.97
2002-06-30,U,441101,309418,750519,offpeak,7505.19
2002-07-01,W,948966,601509,1550475,peak,15504.75
2002-07-02,W,955991,621541,1577532,peak,15775.32
2002-07-03,W,1004276,785621,1789897,peak,17898.97
2002-07-04,U,441126,279204,720330,offpeak,7203.3
2002-07-05,W,807831,500685,1308516,peak,13085.16
2002-07-06,A,597877,324834,922711,offpeak,9227.11
2002-07-07,U,445916,256321,702237,offpeak,7022.37
2002-07-08,W,929870,575055,1504925,peak,15049.25
2002-07-09,W,919623,579348,1498971,peak,14989.71
2002-07-10,W,941513,591208,1532721,peak,15327.21
2002-07-11,W,969657,594276,1563933,peak,15639.33
2002-07-12,W,963191,618865,1582056,peak,15820.56
2002-07-13,A,624850,324416,949266,offpeak,9492.66
2002-07-14,U,433166,239865,673031,offpeak,6730.31
2002-07-15,W,949705,608087,1557792,peak,15577.92
2002-07-16,W,946077,621832,1567909,peak,15679.09
2002-07-17,W,931752,595378,1527130,peak,15271.3
2002-07-18,W,942643,596288,1538931,peak,15389.31
2002-07-19,W,960153,612971,1573124,peak,15731.24
2002-07-20,A,635657,339113,974770,offpeak,9747.7
2002-07-21,U,412477,229156,641633,offpeak,6416.33
2002-07-22,W,900537,595784,1496321,peak,14963.21
2002-07-23,W,955084,623156,1578240,peak,15782.4
2002-07-24,W,945502,617518,1563020,peak,15630.2
2002-07-25,W,931679,608190,1539869,peak,15398.69
2002-07-26,W,942389,590601,1532990,peak,15329.9
2002-07-27,A,595484,327980,923464,offpeak,9234.64
2002-07-28,U,414913,215040,629953,offpeak,6299.53
2002-07-29,W,893147,565324,1458471,peak,14584.71
2002-07-30,W,934322,614162,1548484,peak,15484.84
2002-07-31,W,912632,603775,1516407,peak,15164.07
2002-08-01,W,969159,607964,1577123,peak,15771.23
2002-08-02,W,1004199,612785,1616984,peak,16169.84
2002-08-03,A,674990,325279,1000269,offpeak,10002.69
2002-08-04,U,451144,234620,685764,offpeak,6857.64
2002-08-05,W,941406,569627,1511033,peak,15110.33
2002-08-06,W,955681,592722,1548403,peak,15484.03
2002-08-07,W,940727,585313,1526040,peak,15260.4
2002-08-08,W,945096,589840,1534936,peak,15349.36
2002-08-09,W,968109,592938,1561047,peak,15610.47
2002-08-10,A,667701,340015,1007716,offpeak,10077.16
2002-08-11,U,437332,230526,667858,offpeak,6678.58
2002-08-12,W,908503,579800,1488303,peak,14883.03
2002-08-13,W,871791,578996,1450787,peak,14507.87
2002-08-14,W,893558,586107,1479665,peak,14796.65
2002-08-15,W,920323,599375,1519698,peak,15196.98
2002-08-16,W,903666,592393,1496059,peak,14960.59
2002-08-17,A,644076,340569,984645,offpeak,9846.45
2002-08-18,U,490868,285298,776166,offpeak,7761.66
2002-08-19,W,847798,545503,1393301,peak,13933.01
2002-08-20,W,918696,586734,1505430,peak,15054.3
2002-08-21,W,904673,572717,1477390,peak,14773.9
2002-08-22,W,829797,533893,1363690,peak,13636.9
2002-08-23,W,903292,570031,1473323,peak,14733.23
2002-08-24,A,625725,308392,934117,offpeak,9341.17
2002-08-25,U,441076,227484,668560,offpeak,6685.6
2002-08-26,W,920546,572967,1493513,peak,14935.13
2002-08-27,W,923644,596884,1520528,peak,15205.28
2002-08-28,W,922170,590348,1512518,peak,15125.18
2002-08-29,W,808555,532322,1340877,peak,13408.77
2002-08-30,W,987793,608056,1595849,peak,15958.49
2002-08-31,A,666152,345777,1011929,offpeak,10119.29
2002-09-01,U,477226,257229,734455,offpeak,7344.55
2002-09-02,U,381482,201136,582618,offpeak,5826.18
2002-09-03,W,1106907,625970,1732877,peak,17328.77
2002-09-04,W,1087925,634665,1722590,peak,17225.9
2002-09-05,W,1083538,634950,1718488,peak,17184.88
2002-09-06,W,1082951,634809,1717760,peak,17177.6
2002-09-07,A,643335,318886,962221,offpeak,9622.21
2002-09-08,U,439942,218716,658658,offpeak,6586.58
2002-09-09,W,1071206,630453,1701659,peak,17016.59
2002-09-10,W,1050992,640278,1691270,peak,16912.7
2002-09-11,W,1045640,631554,1677194,peak,16771.94
2002-09-12,W,1059762,645114,1704876,peak,17048.76
2002-09-13,W,1064345,655102,1719447,peak,17194.47
2002-09-14,A,642689,327322,970011,offpeak,9700.11
2002-09-15,U,421429,221310,642739,offpeak,6427.39
2002-09-16,W,1049667,617848,1667515,peak,16675.15
2002-09-17,W,1064546,644444,1708990,peak,17089.9
2002-09-18,W,1039162,643763,1682925,peak,16829.25
2002-09-19,W,1038608,640884,1679492,peak,16794.92
2002-09-20,W,1019280,626196,1645476,peak,16454.76
2002-09-21,A,674983,330553,1005536,offpeak,10055.36
2002-09-22,U,416973,215142,632115,offpeak,6321.15
2002-09-23,W,1055515,637798,1693313,peak,16933.13
2002-09-24,W,1055580,664958,1720538,peak,17205.38
2002-09-25,W,1064437,666345,1730782,peak,17307.82
2002-09-26,W,1057421,662347,1719768,peak,17197.68
2002-09-27,W,1058970,651373,1710343,peak,17103.43
2002-09-28,A,632188,338847,971035,offpeak,9710.35
2002-09-29,U,421618,232441,654059,offpeak,6540.59
2002-09-30,W,1048696,634065,1682761,peak,16827.61
2002-10-01,W,1098830,653561,1752391,peak,17523.91
2002-10-02,W,1059836,648879,1708715,peak,17087.15
2002-10-03,W,1100107,655905,1756012,peak,17560.12
2002-10-04,W,1024955,626723,1651678,peak,16516.78
2002-10-05,A,672805,338207,1011012,offpeak,10110.12
2002-10-06,U,423210,223075,646285,offpeak,6462.85
2002-10-07,W,1086922,641838,1728760,peak,17287.6
2002-10-08,W,1074824,650758,1725582,peak,17255.82
2002-10-09,W,1064324,648974,1713298,peak,17132.98
2002-10-10,W,1072954,655002,1727956,peak,17279.56
2002-10-11,W,1074197,658585,1732782,peak,17327.82
2002-10-12,A,612527,332781,945308,offpeak,9453.08
2002-10-13,U,407917,323103,731020,offpeak,7310.2
2002-10-14,W,806818,542057,1348875,peak,13488.75
2002-10-15,W,1068455,653527,1721982,peak,17219.82
2002-10-16,W,1036205,645880,1682085,peak,16820.85
2002-10-17,W,1030300,645590,1675890,peak,16758.9
2002-10-18,W,1059316,643043,1702359,peak,17023.59
2002-10-19,A,654965,333538,988503,offpeak,9885.03
2002-10-20,U,424767,222167,646934,offpeak,6469.34
2002-10-21,W,1057968,632256,1690224,peak,16902.24
2002-10-22,W,1047657,645112,1692769,peak,16927.69
2002-10-23,W,1013066,635553,1648619,peak,16486.19
2002-10-24,W,1014798,642039,1656837,peak,16568.37
2002-10-25,W,1022926,632981,1655907,peak,16559.07
2002-10-26,A,626185,331030,957215,offpeak,9572.15
2002-10-27,U,413385,217556,630941,offpeak,6309.41
2002-10-28,W,1041265,628314,1669579,peak,16695.79
2002-10-29,W,1025525,636398,1661923,peak,16619.23
2002-10-30,W,1036745,639993,1676738,peak,16767.38
2002-10-31,W,1000155,635297,1635452,peak,16354.52
2002-11-01,W,1069031,628183,1697214,peak,16972.14
2002-11-02,A,647400,313106,960506,offpeak,9605.06
2002-11-03,U,418620,211506,630126,offpeak,6301.26
2002-11-04,W,1072235,633872,1706107,peak,17061.07
2002-11-05,W,994530,613203,1607733,peak,16077.33
2002-11-06,W,1045767,644971,1690738,peak,16907.38
2002-11-07,W,1065889,664817,1730706,peak,17307.06
2002-11-08,W,995294,646927,1642221,peak,16422.21
2002-11-09,A,630142,329264,959406,offpeak,9594.06
2002-11-10,U,419858,220134,639992,offpeak,6399.92
2002-11-11,W,780558,519021,1299579,peak,12995.79
2002-11-12,W,1029700,637242,1666942,peak,16669.42
2002-11-13,W,1035982,635224,1671206,peak,16712.06
2002-11-14,W,956533,625010,1581543,peak,15815.43
2002-11-15,W,1042694,630267,1672961,peak,16729.61
2002-11-16,A,600110,314114,914224,offpeak,9142.24
2002-11-17,U,393692,204651,598343,offpeak,5983.43
2002-11-18,W,1018831,619368,1638199,peak,16381.99
2002-11-19,W,1058349,638719,1697068,peak,16970.68
2002-11-20,W,1033748,630680,1664428,peak,16644.28
2002-11-21,W,983825,621257,1605082,peak,16050.82
2002-11-22,W,1030889,618981,1649870,peak,16498.7
2002-11-23,A,631388,353053,984441,offpeak,9844.41
2002-11-24,U,393321,202257,595578,offpeak,5955.78
2002-11-25,W,992101,602628,1594729,peak,15947.29
2002-11-26,W,959679,611673,1571352,peak,15713.52
2002-11-27,W,946620,584367,1530987,peak,15309.87
2002-11-28,U,297477,145995,443472,offpeak,4434.72
2002-11-29,W,676405,367260,1043665,peak,10436.65
2002-11-30,A,525319,255100,780419,offpeak,7804.19
2002-12-01,U,362192,187150,549342,offpeak,5493.42
2002-12-02,W,966808,598780,1565588,peak,15655.88
2002-12-03,W,1007666,622071,1629737,peak,16297.37
2002-12-04,W,1003459,610601,1614060,peak,16140.6
2002-12-05,W,1005218,607822,1613040,peak,16130.4
2002-12-06,W,1018401,602004,1620405,peak,16204.05
2002-12-07,A,627855,318034,945889,offpeak,9458.89
2002-12-08,U,396717,202070,598787,offpeak,5987.87
2002-12-09,W,994622,575116,1569738,peak,15697.38
2002-12-10,W,1030456,601656,1632112,peak,16321.12
2002-12-11,W,1021640,603601,1625241,peak,16252.41
2002-12-12,W,1015667,602683,1618350,peak,16183.5
2002-12-13,W,1020480,600852,1621332,peak,16213.32
2002-12-14,A,653848,325639,979487,offpeak,9794.87
2002-12-15,U,435253,216394,651647,offpeak,6516.47
2002-12-16,W,1003932,577286,1581218,peak,15812.18
2002-12-17,W,985528,583328,1568856,peak,15688.56
2002-12-18,W,939870,571921,1511791,peak,15117.91
2002-12-19,W,1020038,590493,1610531,peak,16105.31
2002-12-20,W,984913,565925,1550838,peak,15508.38
2002-12-21,A,614025,284719,898744,offpeak,8987.44
2002-12-22,U,404210,194323,598533,offpeak,5985.33
2002-12-23,W,827316,467245,1294561,peak,12945.61
2002-12-24,W,621673,319916,941589,peak,9415.89
2002-12-25,U,237547,96846,334393,offpeak,3343.93
2002-12-26,W,661076,372317,1033393,peak,10333.93
2002-12-27,W,744896,424575,1169471,peak,11694.71
2002-12-28,A,528087,236606,764693,offpeak,7646.93
2002-12-29,U,380197,181081,561278,offpeak,5612.78
2002-12-30,W,773707,469806,1243513,peak,12435.13
2002-12-31,W,792623,456865,1249488,peak,12494.88
2003-01-01,U,325478,169985,495463,offpeak,4954.63
2003-01-02,W,757781,484840,1242621,peak,12426.21
2003-01-03,W,861580,515985,1377565,peak,13775.65
2003-01-04,A,570941,255217,826158,offpeak,8261.58
2003-01-05,U,377813,177159,554972,offpeak,5549.72
2003-01-06,W,982617,574868,1557485,peak,15574.85
2003-01-07,W,982542,580676,1563218,peak,15632.18
2003-01-08,W,1011812,592758,1604570,peak,16045.7
2003-01-09,W,979678,586435,1566113,peak,15661.13
2003-01-10,W,963808,567691,1531499,peak,15314.99
2003-01-11,A,506478,250051,756529,offpeak,7565.29
2003-01-12,U,346918,171467,518385,offpeak,5183.85
2003-01-13,W,973653,585781,1559434,peak,15594.34
2003-01-14,W,940805,594400,1535205,peak,15352.05
2003-01-15,W,928578,583104,1511682,peak,15116.82
2003-01-16,W,945280,591915,1537195,peak,15371.95
2003-01-17,W,973358,584772,1558130,peak,15581.3
2003-01-18,A,512435,261058,773493,offpeak,7734.93
2003-01-19,U,327279,172937,500216,offpeak,5002.16
2003-01-20,W,604089,375958,980047,peak,9800.47
2003-01-21,W,954156,590827,1544983,peak,15449.83
2003-01-22,W,912033,572491,1484524,peak,14845.24
2003-01-23,W,822317,541015,1363332,peak,13633.32
2003-01-24,W,893501,546353,1439854,peak,14398.54
2003-01-25,A,547944,259287,807231,offpeak,8072.31
2003-01-26,U,335046,168783,503829,offpeak,5038.29
2003-01-27,W,922033,564295,1486328,peak,14863.28
2003-01-28,W,952120,598146,1550266,peak,15502.66
2003-01-29,W,970605,594588,1565193,peak,15651.93
2003-01-30,W,993731,601060,1594791,peak,15947.91
2003-01-31,W,929004,577555,1506559,peak,15065.59
2003-02-01,A,639705,291226,930931,offpeak,9309.31
2003-02-02,U,415598,192294,607892,offpeak,6078.92
2003-02-03,W,1039918,596186,1636104,peak,16361.04
2003-02-04,W,980582,597044,1577626,peak,15776.26
2003-02-05,W,961776,585552,1547328,peak,15473.28
2003-02-06,W,981973,596888,1578861,peak,15788.61
2003-02-07,W,953979,573249,1527228,peak,15272.28
2003-02-08,A,563430,270521,833951,offpeak,8339.51
2003-02-09,U,367964,180861,548825,offpeak,5488.25
2003-02-10,W,948507,584120,1532627,peak,15326.27
2003-02-11,W,928346,592292,1520638,peak,15206.38
2003-02-12,W,749254,523192,1272446,peak,12724.46
2003-02-13,W,978871,597819,1576690,peak,15766.9
2003-02-14,W,985806,594045,1579851,peak,15798.51
2003-02-15,A,543945,271823,815768,offpeak,8157.68
2003-02-16,U,365939,188276,554215,offpeak,5542.15
2003-02-17,W,709845,447938,1157783,peak,11577.83
2003-02-18,W,974450,604717,1579167,peak,15791.67
2003-02-19,W,982943,605097,1588040,peak,15880.4
2003-02-20,W,988095,611766,1599861,peak,15998.61
2003-02-21,W,1005940,601156,1607096,peak,16070.96
2003-02-22,A,529921,276538,806459,offpeak,8064.59
2003-02-23,U,377363,185905,563268,offpeak,5632.68
2003-02-24,W,908324,574013,1482337,peak,14823.37
2003-02-25,W,897857,572520,1470377,peak,14703.77
2003-02-26,W,939161,588630,1527791,peak,15277.91
2003-02-27,W,951569,599144,1550713,peak,15507.13
2003-02-28,W,1011530,597504,1609034,peak,16090.34
2003-03-01,A,610177,291264,901441,offpeak,9014.41
2003-03-02,U,347417,182200,529617,offpeak,5296.17
2003-03-03,W,822165,535306,1357471,peak,13574.71
2003-03-04,W,964967,606043,1571010,peak,15710.1
2003-03-05,W,868551,583929,1452480,peak,14524.8
2003-03-06,W,874641,573715,1448356,peak,14483.56
2003-03-07,W,980484,584273,1564757,peak,15647.57
2003-03-08,A,550093,274523,824616,offpeak,8246.16
2003-03-09,U,335884,177874,513758,offpeak,5137.58
2003-03-10,W,916661,573635,1490296,peak,14902.96
2003-03-11,W,971894,601034,1572928,peak,15729.28
2003-03-12,W,981590,604333,1585923,peak,15859.23
2003-03-13,W,978881,609896,1588777,peak,15887.77
2003-03-14,W,1009566,615377,1624943,peak,16249.43
2003-03-15,A,637081,381570,1018651,offpeak,10186.51
2003-03-16,U,429227,235438,664665,offpeak,6646.65
2003-03-17,W,976703,597982,1574685,peak,15746.85
2003-03-18,W,963349,596226,1559575,peak,15595.75
2003-03-19,W,938499,586881,1525380,peak,15253.8
2003-03-20,W,936654,594341,1530995,peak,15309.95
2003-03-21,W,967479,588655,1556134,peak,15561.34
2003-03-22,A,577660,292329,869989,offpeak,8699.89
2003-03-23,U,410745,215626,626371,offpeak,6263.71
2003-03-24,W,962889,584149,1547038,peak,15470.38
2003-03-25,W,973017,594589,1567606,peak,15676.06
2003-03-26,W,968581,594924,1563505,peak,15635.05
2003-03-27,W,969195,593676,1562871,peak,15628.71
2003-03-28,W,815984,552242,1368226,peak,13682.26
2003-03-29,A,555638,280361,835999,offpeak,8359.99
2003-03-30,U,372071,191109,563180,offpeak,5631.8
2003-03-31,W,973924,577834,1551758,peak,15517.58
2003-04-01,W,1028531,603564,1632095,peak,16320.95
2003-04-02,W,1020829,602855,1623684,peak,16236.84
2003-04-03,W,995062,592074,1587136,peak,15871.36
2003-04-04,W,912458,572837,1485295,peak,14852.95
2003-04-05,A,593273,293496,886769,offpeak,8867.69
2003-04-06,U,370275,188467,558742,offpeak,5587.42
2003-04-07,W,873605,565391,1438996,peak,14389.96
2003-04-08,W,947482,599769,1547251,peak,15472.51
2003-04-09,W,986992,611985,1598977,peak,15989.77
2003-04-10,W,1007977,624279,1632256,peak,16322.56
2003-04-11,W,912918,600667,1513585,peak,15135.85
2003-04-12,A,602670,321354,924024,offpeak,9240.24
2003-04-13,U,407540,219553,627093,offpeak,6270.93
2003-04-14,W,904517,593473,1497990,peak,14979.9
2003-04-15,W,894368,606461,1500829,peak,15008.29
2003-04-16,W,836328,578259,1414587,peak,14145.87
2003-04-17,W,815274,563613,1378887,peak,13788.87
2003-04-18,W,769997,482196,1252193,peak,12521.93
2003-04-19,A,562148,263464,825612,offpeak,8256.12
2003-04-20,U,368478,172399,540877,offpeak,5408.77
2003-04-21,W,925231,572442,1497673,peak,14976.73
2003-04-22,W,964240,617403,1581643,peak,15816.43
2003-04-23,W,923474,613127,1536601,peak,15366.01
2003-04-24,W,961316,620140,1581456,peak,15814.56
2003-04-25,W,979369,595103,1574472,peak,15744.72
2003-04-26,A,588057,300728,888785,offpeak,8887.85
2003-04-27,U,403462,210716,614178,offpeak,6141.78
2003-04-28,W,962103,582145,1544248,peak,15442.48
2003-04-29,W,958977,595629,1554606,peak,15546.06
2003-04-30,W,828642,567596,1396238,peak,13962.38
2003-05-01,W,971218,597161,1568379,peak,15683.79
2003-05-02,W,1039212,616460,1655672,peak,16556.72
2003-05-03,A,645503,335590,981093,offpeak,9810.93
2003-05-04,U,395799,214366,610165,offpeak,6101.65
2003-05-05,W,1006467,608082,1614549,peak,16145.49
2003-05-06,W,1007795,626276,1634071,peak,16340.71
2003-05-07,W,977279,610370,1587649,peak,15876.49
2003-05-08,W,984692,605164,1589856,peak,15898.56
2003-05-09,W,992211,616706,1608917,peak,16089.17
2003-05-10,A,577508,301857,879365,offpeak,8793.65
2003-05-11,U,322449,193398,515847,offpeak,5158.47
2003-05-12,W,956974,580553,1537527,peak,15375.27
2003-05-13,W,981698,602563,1584261,peak,15842.61
2003-05-14,W,911890,583198,1495088,peak,14950.88
2003-05-15,W,971525,598384,1569909,peak,15699.09
2003-05-16,W,999630,589910,1589540,peak,15895.4
2003-05-17,A,614484,304723,919207,offpeak,9192.07
2003-05-18,U,403043,207860,610903,offpeak,6109.03
2003-05-19,W,961806,579665,1541471,peak,15414.71
2003-05-20,W,966295,594508,1560803,peak,15608.03
2003-05-21,W,992696,592768,1585464,peak,15854.64
2003-05-22,W,967683,590893,1558576,peak,15585.76
2003-05-23,W,969112,575372,1544484,peak,15444.84
2003-05-24,A,591523,301068,892591,offpeak,8925.91
2003-05-25,U,408454,223466,631920,offpeak,6319.2
2003-05-26,U,380796,224023,604819,offpeak,6048.19
2003-05-27,W,961009,597804,1558813,peak,15588.13
2003-05-28,W,910537,586704,1497241,peak,14972.41
2003-05-29,W,961715,595331,1557046,peak,15570.46
2003-05-30,W,988281,613622,1601903,peak,16019.03
2003-05-31,A,575015,318134,893149,offpeak,8931.49
2003-06-01,U,422827,245291,668118,offpeak,6681.18
2003-06-02,W,978201,583126,1561327,peak,15613.27
2003-06-03,W,992041,610279,1602320,peak,16023.2
2003-06-04,W,997077,615414,1612491,peak,16124.91
2003-06-05,W,991907,622481,1614388,peak,16143.88
2003-06-06,W,962917,615632,1578549,peak,15785.49
2003-06-07,A,634650,354198,988848,offpeak,9888.48
2003-06-08,U,380953,229228,610181,offpeak,6101.81
2003-06-09,W,987516,590887,1578403,peak,15784.03
2003-06-10,W,940459,596552,1537011,peak,15370.11
2003-06-11,W,961149,607043,1568192,peak,15681.92
2003-06-12,W,969572,604883,1574455,peak,15744.55
2003-06-13,W,976147,592987,1569134,peak,15691.34
2003-06-14,A,626911,320029,946940,offpeak,9469.4
2003-06-15,U,421515,221822,643337,offpeak,6433.37
2003-06-16,W,955066,581387,1536453,peak,15364.53
2003-06-17,W,965718,601420,1567138,peak,15671.38
2003-06-18,W,897454,587986,1485440,peak,14854.4
2003-06-19,W,946693,596124,1542817,peak,15428.17
2003-06-20,W,938177,611219,1549396,peak,15493.96
2003-06-21,A,610796,345895,956691,offpeak,9566.91
2003-06-22,U,423283,242077,665360,offpeak,6653.6
2003-06-23,W,855955,568379,1424334,peak,14243.34
2003-06-24,W,928442,620552,1548994,peak,15489.94
2003-06-25,W,841205,603880,1445085,peak,14450.85
2003-06-26,W,833307,600660,1433967,peak,14339.67
2003-06-27,W,890776,661150,1551926,peak,15519.26
2003-06-28,A,561500,350162,911662,offpeak,9116.62
